# Angle [deg]	Magnitude [dB]
-8.270000000000041496e+01	-3.407157716982696627e+01
-8.260000000000042064e+01	-3.397314813482212514e+01
-8.250000000000042633e+01	-3.387457930260322314e+01
-8.240000000000043201e+01	-3.377589155262732135e+01
-8.230000000000043769e+01	-3.367710517179441609e+01
-8.220000000000044338e+01	-3.357823986447934317e+01
-8.210000000000044906e+01	-3.347931476288474073e+01
-8.200000000000045475e+01	-3.338034843767101734e+01
-8.190000000000046043e+01	-3.328135890881183911e+01
-8.180000000000046612e+01	-3.318236365665674015e+01
-8.170000000000047180e+01	-3.308337963313820751e+01
-8.160000000000047748e+01	-3.298442327311369837e+01
-8.150000000000048317e+01	-3.288551050579253854e+01
-8.140000000000048885e+01	-3.278665676622708247e+01
-8.130000000000049454e+01	-3.268787700683900255e+01
-8.120000000000050022e+01	-3.258918570895596645e+01
-8.110000000000050591e+01	-3.249059689433043019e+01
-8.100000000000051159e+01	-3.239212413662847467e+01
-8.090000000000051728e+01	-3.229378057285845927e+01
-8.080000000000052296e+01	-3.219557891472960165e+01
-8.070000000000052864e+01	-3.209753145991845003e+01
-8.060000000000053433e+01	-3.199965010323354164e+01
-8.050000000000054001e+01	-3.190194634765913051e+01
-8.040000000000054570e+01	-3.180443131527188072e+01
-8.030000000000055138e+01	-3.170711575801398041e+01
-8.020000000000055707e+01	-3.161001006831774163e+01
-8.010000000000056275e+01	-3.151312428957020728e+01
-8.000000000000056843e+01	-3.141646812641307207e+01
-7.990000000000057412e+01	-3.132005095486717039e+01
-7.980000000000057980e+01	-3.122388183228261838e+01
-7.970000000000058549e+01	-3.112796950710256993e+01
-7.960000000000059117e+01	-3.103232242844204336e+01
-7.950000000000059686e+01	-3.093694875547687317e+01
-7.940000000000060254e+01	-3.084185636664137675e+01
-7.930000000000060822e+01	-3.074705286862968379e+01
-7.920000000000061391e+01	-3.065254560520449445e+01
-7.910000000000061959e+01	-3.055834166580689271e+01
-7.900000000000062528e+01	-3.046444789397455466e+01
-7.890000000000063096e+01	-3.037087089555835817e+01
-7.880000000000063665e+01	-3.027761704674965060e+01
-7.870000000000064233e+01	-3.018469250190932129e+01
-7.860000000000064801e+01	-3.009210320120443427e+01
-7.850000000000065370e+01	-2.999985487805538753e+01
-7.840000000000065938e+01	-2.990795306639355644e+01
-7.830000000000066507e+01	-2.981640310772902680e+01
-7.820000000000067075e+01	-2.972521015803729938e+01
-7.810000000000067644e+01	-2.963437919446234758e+01
-7.800000000000068212e+01	-2.954391502183874252e+01
-7.790000000000068781e+01	-2.945382227903996508e+01
-7.780000000000069349e+01	-2.936410544515132415e+01
-7.770000000000069917e+01	-2.927476884547331082e+01
-7.760000000000070486e+01	-2.918581665735651143e+01
-7.750000000000071054e+01	-2.909725291587468732e+01
-7.740000000000071623e+01	-2.900908151933624879e+01
-7.730000000000072191e+01	-2.892130623463811645e+01
-7.720000000000072760e+01	-2.883393070246654588e+01
-7.710000000000073328e+01	-2.874695844234823383e+01
-7.700000000000073896e+01	-2.866039285755356403e+01
-7.690000000000074465e+01	-2.857423723985721153e+01
-7.680000000000075033e+01	-2.848849477415932441e+01
-7.670000000000075602e+01	-2.840316854297100591e+01
-7.660000000000076170e+01	-2.831826153076475094e+01
-7.650000000000076739e+01	-2.823377662819844147e+01
-7.640000000000077307e+01	-2.814971663621128783e+01
-7.630000000000077875e+01	-2.806608426999884642e+01
-7.620000000000078444e+01	-2.798288216286788810e+01
-7.610000000000079012e+01	-2.790011286997628659e+01
-7.600000000000079581e+01	-2.781777887195898913e+01
-7.590000000000080149e+01	-2.773588257844658500e+01
-7.580000000000080718e+01	-2.765442633147629081e+01
-7.570000000000081286e+01	-2.757341240880032629e+01
-7.560000000000081855e+01	-2.749284302709512318e+01
-7.550000000000082423e+01	-2.741272034507215238e+01
-7.540000000000082991e+01	-2.733304646649573755e+01
-7.530000000000083560e+01	-2.725382344311071137e+01
-7.520000000000084128e+01	-2.717505327747890576e+01
-7.510000000000084697e+01	-2.709673792573465789e+01
-7.500000000000085265e+01	-2.701887930025350215e+01
-7.490000000000085834e+01	-2.694147927224254602e+01
-7.480000000000086402e+01	-2.686453967425427436e+01
-7.470000000000086970e+01	-2.678806230262487986e+01
-7.460000000000087539e+01	-2.671204891983919083e+01
-7.450000000000088107e+01	-2.663650125682696768e+01
-7.440000000000088676e+01	-2.656142101519210286e+01
-7.430000000000089244e+01	-2.648680986937496584e+01
-7.420000000000089813e+01	-2.641266946875364852e+01
-7.410000000000090381e+01	-2.633900143968247676e+01
-7.400000000000090949e+01	-2.626580738747483323e+01
-7.390000000000091518e+01	-2.619308889832611698e+01
-7.380000000000092086e+01	-2.612084754118604479e+01
-7.370000000000092655e+01	-2.604908486957500457e+01
-7.360000000000093223e+01	-2.597780242335242207e+01
-7.350000000000093792e+01	-2.590700173043639509e+01
-7.340000000000094360e+01	-2.583668430847510677e+01
-7.330000000000094929e+01	-2.576685166647533265e+01
-7.320000000000095497e+01	-2.569750530638719610e+01
-7.310000000000096065e+01	-2.562864672464634808e+01
-7.300000000000096634e+01	-2.556027741367910266e+01
-7.290000000000097202e+01	-2.549239886336664185e+01
-7.280000000000097771e+01	-2.542501256247530961e+01
-7.270000000000098339e+01	-2.535812000005018163e+01
-7.260000000000098908e+01	-2.529172266677651493e+01
-7.250000000000099476e+01	-2.522582205630840235e+01
-7.240000000000100044e+01	-2.516041966656780460e+01
-7.230000000000100613e+01	-2.509551700101426519e+01
-7.220000000000101181e+01	-2.503111556988623221e+01
-7.210000000000101750e+01	-2.496721689141791956e+01
-7.200000000000102318e+01	-2.490382249302909301e+01
-7.190000000000102887e+01	-2.484093391249263050e+01
-7.180000000000103455e+01	-2.477855269907912827e+01
-7.170000000000104023e+01	-2.471668041468037202e+01
-7.160000000000104592e+01	-2.465531863491247222e+01
-7.150000000000105160e+01	-2.459446895020084867e+01
-7.140000000000105729e+01	-2.453413296684731648e+01
-7.130000000000106297e+01	-2.447431230807987745e+01
-7.120000000000106866e+01	-2.441500861508872333e+01
-7.110000000000107434e+01	-2.435622354804589662e+01
-7.100000000000108002e+01	-2.429795878711356139e+01
-7.090000000000108571e+01	-2.424021603343862097e+01
-7.080000000000109139e+01	-2.418299701013706482e+01
-7.070000000000109708e+01	-2.412630346326796626e+01
-7.060000000000110276e+01	-2.407013716279811888e+01
-7.050000000000110845e+01	-2.401449990355868636e+01
-7.040000000000111413e+01	-2.395939350619433128e+01
-7.030000000000111982e+01	-2.390481981810714274e+01
-7.020000000000112550e+01	-2.385078071439382796e+01
-7.010000000000113118e+01	-2.379727809878033895e+01
-7.000000000000113687e+01	-2.374431390455114865e+01
-6.990000000000114255e+01	-2.369189009547771718e+01
-6.980000000000114824e+01	-2.364000866674504664e+01
-6.970000000000115392e+01	-2.358867164587699250e+01
-6.960000000000115961e+01	-2.353788109366322345e+01
-6.950000000000116529e+01	-2.348763910508557373e+01
-6.940000000000117097e+01	-2.343794781024823237e+01
-6.930000000000117666e+01	-2.338880937531045134e+01
-6.920000000000118234e+01	-2.334022600342288456e+01
-6.910000000000118803e+01	-2.329219993566934477e+01
-6.900000000000119371e+01	-2.324473345201413110e+01
-6.890000000000119940e+01	-2.319782887225584744e+01
-6.880000000000120508e+01	-2.315148855698935648e+01
-6.870000000000121076e+01	-2.310571490857632782e+01
-6.860000000000121645e+01	-2.306051037212498045e+01
-6.850000000000122213e+01	-2.301587743648034490e+01
-6.840000000000122782e+01	-2.297181863522605028e+01
-6.830000000000123350e+01	-2.292833654769911789e+01
-6.820000000000123919e+01	-2.288543380001674166e+01
-6.810000000000124487e+01	-2.284311306611949277e+01
-6.800000000000125056e+01	-2.280137706882755211e+01
-6.790000000000125624e+01	-2.276022858091548784e+01
-6.780000000000126192e+01	-2.271967042620326538e+01
-6.770000000000126761e+01	-2.267970548066671910e+01
-6.760000000000127329e+01	-2.264033667356626722e+01
-6.750000000000127898e+01	-2.260156698859815094e+01
-6.740000000000128466e+01	-2.256339946506647820e+01
-6.730000000000129035e+01	-2.252583719907840276e+01
-6.720000000000129603e+01	-2.248888334476396977e+01
-6.710000000000130171e+01	-2.245254111552117493e+01
-6.700000000000130740e+01	-2.241681378528778623e+01
-6.690000000000131308e+01	-2.238170468984151285e+01
-6.680000000000131877e+01	-2.234721722812891898e+01
-6.670000000000132445e+01	-2.231335486362551990e+01
-6.660000000000133014e+01	-2.228012112572850256e+01
-6.650000000000133582e+01	-2.224751961118172972e+01
-6.640000000000134150e+01	-2.221555398553703498e+01
-6.630000000000134719e+01	-2.218422798465184087e+01
-6.620000000000135287e+01	-2.215354541622453866e+01
-6.610000000000135856e+01	-2.212351016137058934e+01
-6.600000000000136424e+01	-2.209412617623950581e+01
-6.590000000000136993e+01	-2.206539749367574643e+01
-6.580000000000137561e+01	-2.203732822492466426e+01
-6.570000000000138130e+01	-2.200992256138510328e+01
-6.560000000000138698e+01	-2.198318477641216262e+01
-6.550000000000139266e+01	-2.195711922717011078e+01
-6.540000000000139835e+01	-2.193173035653905600e+01
-6.530000000000140403e+01	-2.190702269507725219e+01
-6.520000000000140972e+01	-2.188300086304057857e+01
-6.510000000000141540e+01	-2.185966957246326814e+01
-6.500000000000142109e+01	-2.183703362930050673e+01
-6.490000000000142677e+01	-2.181509793563631305e+01
-6.480000000000143245e+01	-2.179386749196009276e+01
-6.470000000000143814e+01	-2.177334739951358600e+01
-6.460000000000144382e+01	-2.175354286271154081e+01
-6.450000000000144951e+01	-2.173445919163959772e+01
-6.440000000000145519e+01	-2.171610180463190076e+01
-6.430000000000146088e+01	-2.169847623093232158e+01
-6.420000000000146656e+01	-2.168158811344271442e+01
-6.410000000000147224e+01	-2.166544321156139574e+01
-6.400000000000147793e+01	-2.165004740411679052e+01
-6.390000000000148361e+01	-2.163540669239853997e+01
-6.380000000000148930e+01	-2.162152720329201472e+01
-6.370000000000149498e+01	-2.160841519251998477e+01
-6.360000000000150067e+01	-2.159607704799486783e+01
-6.350000000000150635e+01	-2.158451929328890628e+01
-6.340000000000151203e+01	-2.157374859122490918e+01
-6.330000000000151772e+01	-2.156377174759419901e+01
-6.320000000000152340e+01	-2.155459571500681903e+01
-6.310000000000152909e+01	-2.154622759688054145e+01
-6.300000000000153477e+01	-2.153867465157381389e+01
-6.290000000000154046e+01	-2.153194429666967835e+01
-6.280000000000154614e+01	-2.152604411341778601e+01
-6.270000000000155183e+01	-2.152098185134082797e+01
-6.260000000000155751e+01	-2.151676543301375233e+01
-6.250000000000156319e+01	-2.151340295902290123e+01
-6.240000000000156888e+01	-2.151090271311430158e+01
-6.230000000000157456e+01	-2.150927316753876539e+01
-6.220000000000158025e+01	-2.150852298860407785e+01
-6.210000000000158593e+01	-2.150866104244365573e+01
-6.200000000000159162e+01	-2.150969640101188673e+01
-6.190000000000159730e+01	-2.151163834831670130e+01
-6.180000000000160298e+01	-2.151449638690217014e+01
-6.170000000000160867e+01	-2.151828024459108235e+01
-6.160000000000161435e+01	-2.152299988150288357e+01
-6.150000000000162004e+01	-2.152866549735779955e+01
-6.140000000000162572e+01	-2.153528753908430815e+01
-6.130000000000163141e+01	-2.154287670874229477e+01
-6.120000000000163709e+01	-2.155144397178055371e+01
-6.110000000000164277e+01	-2.156100056564351064e+01
-6.100000000000164846e+01	-2.157155800874660301e+01
-6.090000000000165414e+01	-2.158312810983871799e+01
-6.080000000000165983e+01	-2.159572297777268446e+01
-6.070000000000166551e+01	-2.160935503170385630e+01
-6.060000000000167120e+01	-2.162403701174201132e+01
-6.050000000000167688e+01	-2.163978199007819114e+01
-6.040000000000168257e+01	-2.165660338261467288e+01
-6.030000000000168825e+01	-2.167451496112420628e+01
-6.020000000000169393e+01	-2.169353086596767355e+01
-6.010000000000169962e+01	-2.171366561940244821e+01
-6.000000000000170530e+01	-2.173493413951361930e+01
-5.990000000000171099e+01	-2.175735175480373584e+01
-5.980000000000171667e+01	-2.178093421947922081e+01
-5.970000000000172236e+01	-2.180569772947323059e+01
-5.960000000000172804e+01	-2.183165893924856604e+01
-5.950000000000173372e+01	-2.185883497942598552e+01
-5.940000000000173941e+01	-2.188724347528819081e+01
-5.930000000000174509e+01	-2.191690256621100374e+01
-5.920000000000175078e+01	-2.194783092607906383e+01
-5.910000000000175646e+01	-2.198004778474608756e+01
-5.900000000000176215e+01	-2.201357295060496710e+01
-5.890000000000176783e+01	-2.204842683433681572e+01
-5.880000000000177351e+01	-2.208463047391405354e+01
-5.870000000000177920e+01	-2.212220556093829060e+01
-5.860000000000178488e+01	-2.216117446839835026e+01
-5.850000000000179057e+01	-2.220156027994281445e+01
-5.840000000000179625e+01	-2.224338682076661300e+01
-5.830000000000180194e+01	-2.228667869021984416e+01
-5.820000000000180762e+01	-2.233146129625565024e+01
-5.810000000000181331e+01	-2.237776089184277950e+01
-5.800000000000181899e+01	-2.242560461347987655e+01
-5.790000000000182467e+01	-2.247502052195734024e+01
-5.780000000000183036e+01	-2.252603764552792143e+01
-5.770000000000183604e+01	-2.257868602565784144e+01
-5.760000000000184173e+01	-2.263299676554615303e+01
-5.750000000000184741e+01	-2.268900208161637622e+01
-5.740000000000185310e+01	-2.274673535820160097e+01
-5.730000000000185878e+01	-2.280623120566364648e+01
-5.720000000000186446e+01	-2.286752552220865908e+01
-5.710000000000187015e+01	-2.293065555968581037e+01
-5.700000000000187583e+01	-2.299565999368029523e+01
-5.690000000000188152e+01	-2.306257899824220559e+01
-5.680000000000188720e+01	-2.313145432562469495e+01
-5.670000000000189289e+01	-2.320232939143948414e+01
-5.660000000000189857e+01	-2.327524936567832725e+01
-5.650000000000190425e+01	-2.335026127009249919e+01
-5.640000000000190994e+01	-2.342741408247054125e+01
-5.630000000000191562e+01	-2.350675884841044194e+01
-5.620000000000192131e+01	-2.358834880124128830e+01
-5.610000000000192699e+01	-2.367223949082026024e+01
-5.600000000000193268e+01	-2.375848892200291118e+01
-5.590000000000193836e+01	-2.384715770367559884e+01
-5.580000000000194404e+01	-2.393830920932935058e+01
-5.570000000000194973e+01	-2.403200975026732067e+01
-5.560000000000195541e+01	-2.412832876265759552e+01
-5.550000000000196110e+01	-2.422733900978192167e+01
-5.540000000000196678e+01	-2.432911680098666096e+01
-5.530000000000197247e+01	-2.443374222902043158e+01
-5.520000000000197815e+01	-2.454129942764308225e+01
-5.510000000000198384e+01	-2.465187685162200992e+01
-5.500000000000198952e+01	-2.476556758149115112e+01
-5.490000000000199520e+01	-2.488246965575100234e+01
-5.480000000000200089e+01	-2.500268643352892184e+01
-5.470000000000200657e+01	-2.512632699111587797e+01
-5.460000000000201226e+01	-2.525350655625082297e+01
-5.450000000000201794e+01	-2.538434698454968697e+01
-5.440000000000202363e+01	-2.551897728308598801e+01
-5.430000000000202931e+01	-2.565753418683782883e+01
-5.420000000000203499e+01	-2.580016279454086003e+01
-5.410000000000204068e+01	-2.594701727145134385e+01
-5.400000000000204636e+01	-2.609826162765084234e+01
-5.390000000000205205e+01	-2.625407058185554732e+01
-5.380000000000205773e+01	-2.641463052225813257e+01
-5.370000000000206342e+01	-2.658014057778426675e+01
-5.360000000000206910e+01	-2.675081381535472502e+01
-5.350000000000207478e+01	-2.692687858136802248e+01
-5.340000000000208047e+01	-2.710858000877240670e+01
-5.330000000000208615e+01	-2.729618171487942391e+01
-5.320000000000209184e+01	-2.748996771964843688e+01
-5.310000000000209752e+01	-2.769024461971886453e+01
-5.300000000000210321e+01	-2.789734406023393731e+01
-5.290000000000210889e+01	-2.811162555479483416e+01
-5.280000000000211458e+01	-2.833347971409407862e+01
-5.270000000000212026e+01	-2.856333195643735223e+01
-5.260000000000212594e+01	-2.880164678913078902e+01
-5.250000000000213163e+01	-2.904893276949178116e+01
-5.240000000000213731e+01	-2.930574827920764136e+01
-5.230000000000214300e+01	-2.957270827750804543e+01
-5.220000000000214868e+01	-2.985049223927440920e+01
-5.210000000000215437e+01	-3.013985353669588108e+01
-5.200000000000216005e+01	-3.044163059142528027e+01
-5.190000000000216573e+01	-3.075676021398203730e+01
-5.180000000000217142e+01	-3.108629366628865398e+01
-5.170000000000217710e+01	-3.143141614294415831e+01
-5.160000000000218279e+01	-3.179347058339924459e+01
-5.150000000000218847e+01	-3.217398702440260649e+01
-5.140000000000219416e+01	-3.257471911539403209e+01
-5.130000000000219984e+01	-3.299769000257980167e+01
-5.120000000000220552e+01	-3.344525062292145634e+01
-5.110000000000221121e+01	-3.392015466726346062e+01
-5.100000000000221689e+01	-3.442565628129566591e+01
-5.090000000000222258e+01	-3.496563931816271520e+01
-5.080000000000222826e+01	-3.554479121939021269e+01
-5.070000000000223395e+01	-3.616884139600573178e+01
-5.060000000000223963e+01	-3.684489513834358831e+01
-5.050000000000224532e+01	-3.758191302715425053e+01
-5.040000000000225100e+01	-3.839141925508913289e+01
-5.030000000000225668e+01	-3.928858400034506815e+01
-5.020000000000226237e+01	-4.029394518374870415e+01
-5.010000000000226805e+01	-4.143628432437127174e+01
-5.000000000000227374e+01	-4.275773061873784542e+01
-4.990000000000227942e+01	-4.432355154944413300e+01
-4.980000000000228511e+01	-4.624298106455864144e+01
-4.970000000000229079e+01	-4.872049367274235010e+01
-4.960000000000229647e+01	-5.221399310858699039e+01
-4.950000000000230216e+01	-5.817642553456229848e+01
-4.940000000000230784e+01	-9.774408146568995903e+01
-4.930000000000231353e+01	-5.833750675106625039e+01
-4.920000000000231921e+01	-5.225974767128982279e+01
-4.910000000000232490e+01	-4.871236340012934818e+01
-4.900000000000233058e+01	-4.619634271437278983e+01
-4.890000000000233626e+01	-4.424457501107962543e+01
-4.880000000000234195e+01	-4.264952148119238018e+01
-4.870000000000234763e+01	-4.130063886514876259e+01
-4.860000000000235332e+01	-4.013200849087016309e+01
-4.850000000000235900e+01	-3.910114247732047943e+01
-4.840000000000236469e+01	-3.817904688108284006e+01
-4.830000000000237037e+01	-3.734505114350492505e+01
-4.820000000000237605e+01	-3.658389899928111788e+01
-4.810000000000238174e+01	-3.588400882407078285e+01
-4.800000000000238742e+01	-3.523638103580629632e+01
-4.790000000000239311e+01	-3.463388363895438715e+01
-4.780000000000239879e+01	-3.407076898024195089e+01
-4.770000000000240448e+01	-3.354233735926746363e+01
-4.760000000000241016e+01	-3.304469699500139512e+01
-4.750000000000241585e+01	-3.257458901493070869e+01
-4.740000000000242153e+01	-3.212925741212929864e+01
-4.730000000000242721e+01	-3.170635078038450416e+01
-4.720000000000243290e+01	-3.130384694154658121e+01
-4.710000000000243858e+01	-3.091999434942248470e+01
-4.700000000000244427e+01	-3.055326597967933111e+01
-4.690000000000244995e+01	-3.020232264322504889e+01
-4.680000000000245564e+01	-2.986598350259558998e+01
-4.670000000000246132e+01	-2.954320215829649854e+01
-4.660000000000246700e+01	-2.923304708831994247e+01
-4.650000000000247269e+01	-2.893468552331418309e+01
-4.640000000000247837e+01	-2.864737005786004076e+01
-4.630000000000248406e+01	-2.837042745906002139e+01
-4.620000000000248974e+01	-2.810324925349702596e+01
-4.610000000000249543e+01	-2.784528376396091076e+01
-4.600000000000250111e+01	-2.759602933606134201e+01
-4.590000000000250679e+01	-2.735502854763027258e+01
-4.580000000000251248e+01	-2.712186323469099491e+01
-4.570000000000251816e+01	-2.689615019967395071e+01
-4.560000000000252385e+01	-2.667753749265518337e+01
-4.550000000000252953e+01	-2.646570117626676222e+01
-4.540000000000253522e+01	-2.626034250077839971e+01
-4.530000000000254090e+01	-2.606118542855903542e+01
-4.520000000000254659e+01	-2.586797445739104617e+01
-4.510000000000255227e+01	-2.568047270043855690e+01
-4.500000000000255795e+01	-2.549846018746556453e+01
-4.490000000000256364e+01	-2.532173235747334772e+01
-4.480000000000256932e+01	-2.515009871752014092e+01
-4.470000000000257501e+01	-2.498338164628739833e+01
-4.460000000000258069e+01	-2.482141532411910134e+01
-4.450000000000258638e+01	-2.466404477389938066e+01
-4.440000000000259206e+01	-2.451112499934902544e+01
-4.430000000000259774e+01	-2.436252020917874717e+01
-4.420000000000260343e+01	-2.421810311711785602e+01
-4.410000000000260911e+01	-2.407775430916091608e+01
-4.400000000000261480e+01	-2.394136167051691544e+01
-4.390000000000262048e+01	-2.380881986570646802e+01
-4.380000000000262617e+01	-2.368002986608565408e+01
-4.370000000000263185e+01	-2.355489851978147442e+01
-4.360000000000263753e+01	-2.343333815963826794e+01
-4.350000000000264322e+01	-2.331526624530271619e+01
-4.340000000000264890e+01	-2.320060503603055224e+01
-4.330000000000265459e+01	-2.308928129119617978e+01
-4.320000000000266027e+01	-2.298122599583247450e+01
-4.310000000000266596e+01	-2.287637410882675582e+01
-4.300000000000267164e+01	-2.277466433166518556e+01
-4.290000000000267733e+01	-2.267603889584636434e+01
-4.280000000000268301e+01	-2.258044336728817214e+01
-4.270000000000268869e+01	-2.248782646623174486e+01
-4.260000000000269438e+01	-2.239813990130092947e+01
-4.250000000000270006e+01	-2.231133821651799209e+01
-4.240000000000270575e+01	-2.222737865019691483e+01
-4.230000000000271143e+01	-2.214622100474650068e+01
-4.220000000000271712e+01	-2.206782752651297841e+01
-4.210000000000272280e+01	-2.199216279487672310e+01
-4.200000000000272848e+01	-2.191919361989821269e+01
-4.190000000000273417e+01	-2.184888894787436087e+01
-4.180000000000273985e+01	-2.178121977423138844e+01
-4.170000000000274554e+01	-2.171615906323474832e+01
-4.160000000000275122e+01	-2.165368167404716360e+01
-4.150000000000275691e+01	-2.159376429271192777e+01
-4.140000000000276259e+01	-2.153638536967896044e+01
-4.130000000000276827e+01	-2.148152506252994343e+01
-4.120000000000277396e+01	-2.142916518359052702e+01
-4.110000000000277964e+01	-2.137928915215101711e+01
-4.100000000000278533e+01	-2.133188195104398233e+01
-4.090000000000279101e+01	-2.128693008735354297e+01
-4.080000000000279670e+01	-2.124442155705551016e+01
-4.070000000000280238e+01	-2.120434581340914448e+01
-4.060000000000280806e+01	-2.116669373894346862e+01
-4.050000000000281375e+01	-2.113145762089748558e+01
-4.040000000000281943e+01	-2.109863112999583379e+01
-4.030000000000282512e+01	-2.106820930245437395e+01
-4.020000000000283080e+01	-2.104018852513001292e+01
-4.010000000000283649e+01	-2.101456652374166012e+01
-4.000000000000284217e+01	-2.099134235410669191e+01
-3.990000000000284786e+01	-2.097051639634903353e+01
-3.980000000000285354e+01	-2.095209035205262182e+01
-3.970000000000285922e+01	-2.093606724434415867e+01
-3.960000000000286491e+01	-2.092245142090537513e+01
-3.950000000000287059e+01	-2.091124855992763187e+01
-3.940000000000287628e+01	-2.090246567903676578e+01
-3.930000000000288196e+01	-2.089611114722832497e+01
-3.920000000000288765e+01	-2.089219469986921851e+01
-3.910000000000289333e+01	-2.089072745683660060e+01
-3.900000000000289901e+01	-2.089172194387944970e+01
-3.890000000000290470e+01	-2.089519211730520709e+01
-3.880000000000291038e+01	-2.090115339211073930e+01
-3.870000000000291607e+01	-2.090962267369445016e+01
-3.860000000000292175e+01	-2.092061839330643735e+01
-3.850000000000292744e+01	-2.093416054741289756e+01
-3.840000000000293312e+01	-2.095027074117508903e+01
-3.830000000000293880e+01	-2.096897223626378803e+01
-3.820000000000294449e+01	-2.099029000326026306e+01
-3.810000000000295017e+01	-2.101425077891886417e+01
-3.800000000000295586e+01	-2.104088312860032417e+01
-3.790000000000296154e+01	-2.107021751421607192e+01
-3.780000000000296723e+01	-2.110228636806309055e+01
-3.770000000000297291e+01	-2.113712417296751767e+01
-3.760000000000297860e+01	-2.117476754920219051e+01
-3.750000000000298428e+01	-2.121525534869156360e+01
-3.740000000000298996e+01	-2.125862875707454691e+01
-3.730000000000299565e+01	-2.130493140425476639e+01
-3.720000000000300133e+01	-2.135420948413961995e+01
-3.710000000000300702e+01	-2.140651188434371477e+01
-3.700000000000301270e+01	-2.146189032671871644e+01
-3.690000000000301839e+01	-2.152039951966839837e+01
-3.680000000000302407e+01	-2.158209732331534525e+01
-3.670000000000302975e+01	-2.164704492870768959e+01
-3.660000000000303544e+01	-2.171530705239159431e+01
-3.650000000000304112e+01	-2.178695214783139278e+01
