# Angle [deg]	Magnitude [dB]
-7.830000000000066507e+01	-3.599284692179134737e+01
-7.820000000000067075e+01	-3.587611604127864240e+01
-7.810000000000067644e+01	-3.576013280389444304e+01
-7.800000000000068212e+01	-3.564489480565073620e+01
-7.790000000000068781e+01	-3.553039959705481010e+01
-7.780000000000069349e+01	-3.541664468914532193e+01
-7.770000000000069917e+01	-3.530362755919592388e+01
-7.760000000000070486e+01	-3.519134565610596610e+01
-7.750000000000071054e+01	-3.507979640549102385e+01
-7.740000000000071623e+01	-3.496897721449295204e+01
-7.730000000000072191e+01	-3.485888547631861911e+01
-7.720000000000072760e+01	-3.474951857452862924e+01
-7.710000000000073328e+01	-3.464087388708377091e+01
-7.700000000000073896e+01	-3.453294879016293351e+01
-7.690000000000074465e+01	-3.442574066176807435e+01
-7.680000000000075033e+01	-3.431924688512164323e+01
-7.670000000000075602e+01	-3.421346485187416420e+01
-7.660000000000076170e+01	-3.410839196512560534e+01
-7.650000000000076739e+01	-3.400402564227739788e+01
-7.640000000000077307e+01	-3.390036331771668898e+01
-7.630000000000077875e+01	-3.379740244534916371e+01
-7.620000000000078444e+01	-3.369514050098315039e+01
-7.610000000000079012e+01	-3.359357498457667646e+01
-7.600000000000079581e+01	-3.349270342235313080e+01
-7.590000000000080149e+01	-3.339252336879310690e+01
-7.580000000000080718e+01	-3.329303240850939716e+01
-7.570000000000081286e+01	-3.319422815801252824e+01
-7.560000000000081855e+01	-3.309610826737186073e+01
-7.550000000000082423e+01	-3.299867042177749710e+01
-7.540000000000082991e+01	-3.290191234301053669e+01
-7.530000000000083560e+01	-3.280583179082645984e+01
-7.520000000000084128e+01	-3.271042656425435524e+01
-7.510000000000084697e+01	-3.261569450282095062e+01
-7.500000000000085265e+01	-3.252163348769916951e+01
-7.490000000000085834e+01	-3.242824144279055787e+01
-7.480000000000086402e+01	-3.233551633574057860e+01
-7.470000000000086970e+01	-3.224345617889588311e+01
-7.460000000000087539e+01	-3.215205903020208211e+01
-7.450000000000088107e+01	-3.206132299404954722e+01
-7.440000000000088676e+01	-3.197124622206919398e+01
-7.430000000000089244e+01	-3.188182691388074375e+01
-7.420000000000089813e+01	-3.179306331779738315e+01
-7.410000000000090381e+01	-3.170495373148944651e+01
-7.400000000000090949e+01	-3.161749650261005229e+01
-7.390000000000091518e+01	-3.153069002938480025e+01
-7.380000000000092086e+01	-3.144453276116852791e+01
-7.370000000000092655e+01	-3.135902319897207136e+01
-7.360000000000093223e+01	-3.127415989595865753e+01
-7.350000000000093792e+01	-3.118994145791652528e+01
-7.340000000000094360e+01	-3.110636654370514620e+01
-7.330000000000094929e+01	-3.102343386568075800e+01
-7.320000000000095497e+01	-3.094114219010036493e+01
-7.310000000000096065e+01	-3.085949033750790349e+01
-7.300000000000096634e+01	-3.077847718310335878e+01
-7.290000000000097202e+01	-3.069810165709655081e+01
-7.280000000000097771e+01	-3.061836274504730682e+01
-7.270000000000098339e+01	-3.053925948819367520e+01
-7.260000000000098908e+01	-3.046079098376941374e+01
-7.250000000000099476e+01	-3.038295638531195664e+01
-7.240000000000100044e+01	-3.030575490296269692e+01
-7.230000000000100613e+01	-3.022918580376029496e+01
-7.220000000000101181e+01	-3.015324841192906646e+01
-7.210000000000101750e+01	-3.007794210916236466e+01
-7.200000000000102318e+01	-3.000326633490364259e+01
-7.190000000000102887e+01	-2.992922058662490414e+01
-7.180000000000103455e+01	-2.985580442010438063e+01
-7.170000000000104023e+01	-2.978301744970446663e+01
-7.160000000000104592e+01	-2.971085934865086386e+01
-7.150000000000105160e+01	-2.963932984931300396e+01
-7.140000000000105729e+01	-2.956842874348872741e+01
-7.130000000000106297e+01	-2.949815588269190414e+01
-7.120000000000106866e+01	-2.942851117844528375e+01
-7.110000000000107434e+01	-2.935949460257920407e+01
-7.100000000000108002e+01	-2.929110618753664141e+01
-7.090000000000108571e+01	-2.922334602668574632e+01
-7.080000000000109139e+01	-2.915621427464085258e+01
-7.070000000000109708e+01	-2.908971114759217613e+01
-7.060000000000110276e+01	-2.902383692364591283e+01
-7.050000000000110845e+01	-2.895859194317436902e+01
-7.040000000000111413e+01	-2.889397660917826727e+01
-7.030000000000111982e+01	-2.882999138766084357e+01
-7.020000000000112550e+01	-2.876663680801491552e+01
-7.010000000000113118e+01	-2.870391346342445615e+01
-7.000000000000113687e+01	-2.864182201127968952e+01
-6.990000000000114255e+01	-2.858036317360839718e+01
-6.980000000000114824e+01	-2.851953773752295263e+01
-6.970000000000115392e+01	-2.845934655568446203e+01
-6.960000000000115961e+01	-2.839979054678466142e+01
-6.950000000000116529e+01	-2.834087069604564846e+01
-6.940000000000117097e+01	-2.828258805574013479e+01
-6.930000000000117666e+01	-2.822494374573064491e+01
-6.920000000000118234e+01	-2.816793895403005621e+01
-6.910000000000118803e+01	-2.811157493738416946e+01
-6.900000000000119371e+01	-2.805585302187651564e+01
-6.890000000000119940e+01	-2.800077460355666759e+01
-6.880000000000120508e+01	-2.794634114909307243e+01
-6.870000000000121076e+01	-2.789255419645085254e+01
-6.860000000000121645e+01	-2.783941535559628022e+01
-6.850000000000122213e+01	-2.778692630922760642e+01
-6.840000000000122782e+01	-2.773508881353446043e+01
-6.830000000000123350e+01	-2.768390469898644213e+01
-6.820000000000123919e+01	-2.763337587115131910e+01
-6.810000000000124487e+01	-2.758350431154454085e+01
-6.800000000000125056e+01	-2.753429207851137051e+01
-6.790000000000125624e+01	-2.748574130814148830e+01
-6.780000000000126192e+01	-2.743785421521890200e+01
-6.770000000000126761e+01	-2.739063309420726000e+01
-6.760000000000127329e+01	-2.734408032027154789e+01
-6.750000000000127898e+01	-2.729819835033882569e+01
-6.740000000000128466e+01	-2.725298972419767907e+01
-6.730000000000129035e+01	-2.720845706563908095e+01
-6.720000000000129603e+01	-2.716460308363901177e+01
-6.710000000000130171e+01	-2.712143057358525056e+01
-6.700000000000130740e+01	-2.707894241854903328e+01
-6.690000000000131308e+01	-2.703714159060369937e+01
-6.680000000000131877e+01	-2.699603115219207794e+01
-6.670000000000132445e+01	-2.695561425754334905e+01
-6.660000000000133014e+01	-2.691589415414254560e+01
-6.650000000000133582e+01	-2.687687418425363717e+01
-6.640000000000134150e+01	-2.683855778649822099e+01
-6.630000000000134719e+01	-2.680094849749182018e+01
-6.620000000000135287e+01	-2.676404995354072014e+01
-6.610000000000135856e+01	-2.672786589239982646e+01
-6.600000000000136424e+01	-2.669240015509546993e+01
-6.590000000000136993e+01	-2.665765668781487818e+01
-6.580000000000137561e+01	-2.662363954386423615e+01
-6.570000000000138130e+01	-2.659035288569917554e+01
-6.560000000000138698e+01	-2.655780098702916447e+01
-6.550000000000139266e+01	-2.652598823499937453e+01
-6.540000000000139835e+01	-2.649491913245282149e+01
-6.530000000000140403e+01	-2.646459830027553295e+01
-6.520000000000140972e+01	-2.643503047982871479e+01
-6.510000000000141540e+01	-2.640622053547022929e+01
-6.500000000000142109e+01	-2.637817345717024864e+01
-6.490000000000142677e+01	-2.635089436322330059e+01
-6.480000000000143245e+01	-2.632438850306211364e+01
-6.470000000000143814e+01	-2.629866126017626016e+01
-6.460000000000144382e+01	-2.627371815514006670e+01
-6.450000000000144951e+01	-2.624956484875480811e+01
-6.440000000000145519e+01	-2.622620714530917496e+01
-6.430000000000146088e+01	-2.620365099596354952e+01
-6.420000000000146656e+01	-2.618190250226277271e+01
-6.410000000000147224e+01	-2.616096791978334579e+01
-6.400000000000147793e+01	-2.614085366192035309e+01
-6.390000000000148361e+01	-2.612156630382028411e+01
-6.380000000000148930e+01	-2.610311258646624566e+01
-6.370000000000149498e+01	-2.608549942092210827e+01
-6.360000000000150067e+01	-2.606873389274217345e+01
-6.350000000000150635e+01	-2.605282326655460423e+01
-6.340000000000151203e+01	-2.603777499082573854e+01
-6.330000000000151772e+01	-2.602359670281334303e+01
-6.320000000000152340e+01	-2.601029623371810118e+01
-6.310000000000152909e+01	-2.599788161404184095e+01
-6.300000000000153477e+01	-2.598636107916228610e+01
-6.290000000000154046e+01	-2.597574307513454528e+01
-6.280000000000154614e+01	-2.596603626472966653e+01
-6.270000000000155183e+01	-2.595724953372227972e+01
-6.260000000000155751e+01	-2.594939199743820168e+01
-6.250000000000156319e+01	-2.594247300757558961e+01
-6.240000000000156888e+01	-2.593650215931231884e+01
-6.230000000000157456e+01	-2.593148929871411923e+01
-6.220000000000158025e+01	-2.592744453045784780e+01
-6.210000000000158593e+01	-2.592437822588653873e+01
-6.200000000000159162e+01	-2.592230103141186959e+01
-6.190000000000159730e+01	-2.592122387728310429e+01
-6.180000000000160298e+01	-2.592115798673998128e+01
-6.170000000000160867e+01	-2.592211488557056498e+01
-6.160000000000161435e+01	-2.592410641209466604e+01
-6.150000000000162004e+01	-2.592714472759583089e+01
-6.140000000000162572e+01	-2.593124232722519196e+01
-6.130000000000163141e+01	-2.593641205140316686e+01
-6.120000000000163709e+01	-2.594266709774588975e+01
-6.110000000000164277e+01	-2.595002103354513423e+01
-6.100000000000164846e+01	-2.595848780883255458e+01
-6.090000000000165414e+01	-2.596808177006057861e+01
-6.080000000000165983e+01	-2.597881767443540468e+01
-6.070000000000166551e+01	-2.599071070493863189e+01
-6.060000000000167120e+01	-2.600377648607777559e+01
-6.050000000000167688e+01	-2.601803110040786748e+01
-6.040000000000168257e+01	-2.603349110586913895e+01
-6.030000000000168825e+01	-2.605017355398994994e+01
-6.020000000000169393e+01	-2.606809600900597346e+01
-6.010000000000169962e+01	-2.608727656795227290e+01
-6.000000000000170530e+01	-2.610773388178658649e+01
-5.990000000000171099e+01	-2.612948717760864881e+01
-5.980000000000171667e+01	-2.615255628204344518e+01
-5.970000000000172236e+01	-2.617696164586238794e+01
-5.960000000000172804e+01	-2.620272436992117093e+01
-5.950000000000173372e+01	-2.622986623249940408e+01
-5.940000000000173941e+01	-2.625840971813371638e+01
-5.930000000000174509e+01	-2.628837804804274114e+01
-5.920000000000175078e+01	-2.631979521225022722e+01
-5.910000000000175646e+01	-2.635268600352118540e+01
-5.900000000000176215e+01	-2.638707605323462602e+01
-5.890000000000176783e+01	-2.642299186932663702e+01
-5.880000000000177351e+01	-2.646046087644891287e+01
-5.870000000000177920e+01	-2.649951145849902190e+01
-5.860000000000178488e+01	-2.654017300369217480e+01
-5.850000000000179057e+01	-2.658247595235926752e+01
-5.840000000000179625e+01	-2.662645184767014683e+01
-5.830000000000180194e+01	-2.667213338950009316e+01
-5.820000000000180762e+01	-2.671955449167564467e+01
-5.810000000000181331e+01	-2.676875034285702171e+01
-5.800000000000181899e+01	-2.681975747133763832e+01
-5.790000000000182467e+01	-2.687261381406686667e+01
-5.780000000000183036e+01	-2.692735879023077317e+01
-5.770000000000183604e+01	-2.698403337975580740e+01
-5.760000000000184173e+01	-2.704268020713675469e+01
-5.750000000000184741e+01	-2.710334363102717958e+01
-5.740000000000185310e+01	-2.716606984007477266e+01
-5.730000000000185878e+01	-2.723090695553093710e+01
-5.720000000000186446e+01	-2.729790514121703637e+01
-5.710000000000187015e+01	-2.736711672148975083e+01
-5.700000000000187583e+01	-2.743859630791380511e+01
-5.690000000000188152e+01	-2.751240093542457288e+01
-5.680000000000188720e+01	-2.758859020884684554e+01
-5.670000000000189289e+01	-2.766722646072952330e+01
-5.660000000000189857e+01	-2.774837492156129315e+01
-5.650000000000190425e+01	-2.783210390355120722e+01
-5.640000000000190994e+01	-2.791848499929285055e+01
-5.630000000000191562e+01	-2.800759329678223608e+01
-5.620000000000192131e+01	-2.809950761243144512e+01
-5.610000000000192699e+01	-2.819431074391769698e+01
-5.600000000000193268e+01	-2.829208974492804529e+01
-5.590000000000193836e+01	-2.839293622411592466e+01
-5.580000000000194404e+01	-2.849694667087659283e+01
-5.570000000000194973e+01	-2.860422281088055740e+01
-5.560000000000195541e+01	-2.871487199468963070e+01
-5.550000000000196110e+01	-2.882900762321874311e+01
-5.540000000000196678e+01	-2.894674961431829274e+01
-5.530000000000197247e+01	-2.906822491534058628e+01
-5.520000000000197815e+01	-2.919356806723910580e+01
-5.510000000000198384e+01	-2.932292182654581936e+01
-5.500000000000198952e+01	-2.945643785250435442e+01
-5.490000000000199520e+01	-2.959427746772446355e+01
-5.480000000000200089e+01	-2.973661250200724027e+01
-5.470000000000200657e+01	-2.988362623049814815e+01
-5.460000000000201226e+01	-3.003551441911337960e+01
-5.450000000000201794e+01	-3.019248649230563331e+01
-5.440000000000202363e+01	-3.035476684076293097e+01
-5.430000000000202931e+01	-3.052259628965940408e+01
-5.420000000000203499e+01	-3.069623375171147117e+01
-5.410000000000204068e+01	-3.087595809367628163e+01
-5.400000000000204636e+01	-3.106207025024592028e+01
-5.390000000000205205e+01	-3.125489562576338187e+01
-5.380000000000205773e+01	-3.145478683210985693e+01
-5.370000000000206342e+01	-3.166212682086193553e+01
-5.360000000000206910e+01	-3.187733247988092700e+01
-5.350000000000207478e+01	-3.210085877950920263e+01
-5.340000000000208047e+01	-3.233320357234812548e+01
-5.330000000000208615e+01	-3.257491317429212074e+01
-5.320000000000209184e+01	-3.282658888457113022e+01
-5.310000000000209752e+01	-3.308889464101472555e+01
-5.300000000000210321e+01	-3.336256605631791672e+01
-5.290000000000210889e+01	-3.364842114549961849e+01
-5.280000000000211458e+01	-3.394737313920459343e+01
-5.270000000000212026e+01	-3.426044588930348311e+01
-5.260000000000212594e+01	-3.458879252278643435e+01
-5.250000000000213163e+01	-3.493371820217547707e+01
-5.240000000000213731e+01	-3.529670812745908393e+01
-5.230000000000214300e+01	-3.567946229828646665e+01
-5.220000000000214868e+01	-3.608393909472859207e+01
-5.210000000000215437e+01	-3.651241050532091492e+01
-5.200000000000216005e+01	-3.696753294978761062e+01
-5.190000000000216573e+01	-3.745243929855723763e+01
-5.180000000000217142e+01	-3.797086018941763541e+01
-5.170000000000217710e+01	-3.852728660026936325e+01
-5.160000000000218279e+01	-3.912719175056243159e+01
-5.150000000000218847e+01	-3.977734037287196855e+01
-5.140000000000219416e+01	-4.048623019102588927e+01
-5.130000000000219984e+01	-4.126473981687209402e+01
-5.120000000000220552e+01	-4.212711094156527736e+01
-5.110000000000221121e+01	-4.309249587218138799e+01
-5.100000000000221689e+01	-4.418751231927093670e+01
-5.090000000000222258e+01	-4.545071153551090504e+01
-5.080000000000222826e+01	-4.694098739081005078e+01
-5.070000000000223395e+01	-4.875500959595720474e+01
-5.060000000000223963e+01	-5.106856583919559966e+01
-5.050000000000224532e+01	-5.425663727528453251e+01
-5.040000000000225100e+01	-5.939115175847661732e+01
-5.030000000000225668e+01	-7.386414243081078723e+01
-5.020000000000226237e+01	-6.344596813971440952e+01
-5.010000000000226805e+01	-5.617763117319938715e+01
-5.000000000000227374e+01	-5.225905007862770901e+01
-4.990000000000227942e+01	-4.955588091793131156e+01
-4.980000000000228511e+01	-4.748767367034474773e+01
-4.970000000000229079e+01	-4.581075016730106597e+01
-4.960000000000229647e+01	-4.439945679016767599e+01
-4.950000000000230216e+01	-4.318043925491187451e+01
-4.940000000000230784e+01	-4.210712475580663039e+01
-4.930000000000231353e+01	-4.114808857570533007e+01
-4.920000000000231921e+01	-4.028112303828362428e+01
-4.910000000000232490e+01	-3.948995216370528283e+01
-4.900000000000233058e+01	-3.876229109584534172e+01
-4.890000000000233626e+01	-3.808863946173723747e+01
-4.880000000000234195e+01	-3.746149887026548697e+01
-4.870000000000234763e+01	-3.687484733793028369e+01
-4.860000000000235332e+01	-3.632377561860072035e+01
-4.850000000000235900e+01	-3.580422904532401418e+01
-4.840000000000236469e+01	-3.531282015554496212e+01
-4.830000000000237037e+01	-3.484669001621942641e+01
-4.820000000000237605e+01	-3.440340380761801953e+01
-4.810000000000238174e+01	-3.398087098623815905e+01
-4.800000000000238742e+01	-3.357728339498139292e+01
-4.790000000000239311e+01	-3.319106668683465955e+01
-4.780000000000239879e+01	-3.282084176667348174e+01
-4.770000000000240448e+01	-3.246539386985300268e+01
-4.760000000000241016e+01	-3.212364753155353014e+01
-4.750000000000241585e+01	-3.179464614954263268e+01
-4.740000000000242153e+01	-3.147753516458512024e+01
-4.730000000000242721e+01	-3.117154811631371203e+01
-4.720000000000243290e+01	-3.087599500416270359e+01
-4.710000000000243858e+01	-3.059025251075823704e+01
-4.700000000000244427e+01	-3.031375574124831829e+01
-4.690000000000244995e+01	-3.004599120501431031e+01
-4.680000000000245564e+01	-2.978649082212362131e+01
-4.670000000000246132e+01	-2.953482678010694329e+01
-4.660000000000246700e+01	-2.929060710032441506e+01
-4.650000000000247269e+01	-2.905347179963714055e+01
-4.640000000000247837e+01	-2.882308955401270723e+01
-4.630000000000248406e+01	-2.859915478734933103e+01
-4.620000000000248974e+01	-2.838138512214257858e+01
-4.610000000000249543e+01	-2.816951913937608509e+01
-4.600000000000250111e+01	-2.796331440373519328e+01
-4.590000000000250679e+01	-2.776254571734590826e+01
-4.580000000000251248e+01	-2.756700357106613453e+01
-4.570000000000251816e+01	-2.737649276714578406e+01
-4.560000000000252385e+01	-2.719083119103555291e+01
-4.550000000000252953e+01	-2.700984871341614024e+01
-4.540000000000253522e+01	-2.683338620626755500e+01
-4.530000000000254090e+01	-2.666129465909609664e+01
-4.520000000000254659e+01	-2.649343438337169587e+01
-4.510000000000255227e+01	-2.632967429486090083e+01
-4.500000000000255795e+01	-2.616989126492243400e+01
-4.490000000000256364e+01	-2.601396953300676529e+01
-4.480000000000256932e+01	-2.586180017360355876e+01
-4.470000000000257501e+01	-2.571328061173593582e+01
-4.460000000000258069e+01	-2.556831418183711691e+01
-4.450000000000258638e+01	-2.542680972547479001e+01
-4.440000000000259206e+01	-2.528868122393632589e+01
-4.430000000000259774e+01	-2.515384746215703515e+01
-4.420000000000260343e+01	-2.502223172088585912e+01
-4.410000000000260911e+01	-2.489376149433544327e+01
-4.400000000000261480e+01	-2.476836823087591455e+01
-4.390000000000262048e+01	-2.464598709460160464e+01
-4.380000000000262617e+01	-2.452655674583723666e+01
-4.370000000000263185e+01	-2.441001913885820329e+01
-4.360000000000263753e+01	-2.429631933528279575e+01
-4.350000000000264322e+01	-2.418540533175535501e+01
-4.340000000000264890e+01	-2.407722790068243768e+01
-4.330000000000265459e+01	-2.397174044290876793e+01
-4.320000000000266027e+01	-2.386889885133285460e+01
-4.310000000000266596e+01	-2.376866138456125910e+01
-4.300000000000267164e+01	-2.367098854978748790e+01
-4.290000000000267733e+01	-2.357584299416238949e+01
-4.280000000000268301e+01	-2.348318940399105514e+01
-4.270000000000268869e+01	-2.339299441115631240e+01
-4.260000000000269438e+01	-2.330522650622265601e+01
-4.250000000000270006e+01	-2.321985595772832056e+01
-4.240000000000270575e+01	-2.313685473721550778e+01
-4.230000000000271143e+01	-2.305619644959187298e+01
-4.220000000000271712e+01	-2.297785626845339380e+01
-4.210000000000272280e+01	-2.290181087603013310e+01
-4.200000000000272848e+01	-2.282803840744970358e+01
-4.190000000000273417e+01	-2.275651839903807172e+01
-4.180000000000273985e+01	-2.268723174040431445e+01
-4.170000000000274554e+01	-2.262016063007724043e+01
-4.160000000000275122e+01	-2.255528853448355164e+01
-4.150000000000275691e+01	-2.249260015007588720e+01
-4.140000000000276259e+01	-2.243208136843632516e+01
-4.130000000000276827e+01	-2.237371924419734981e+01
-4.120000000000277396e+01	-2.231750196563666933e+01
-4.110000000000277964e+01	-2.226341882781624548e+01
-4.100000000000278533e+01	-2.221146020814812161e+01
-4.090000000000279101e+01	-2.216161754428183528e+01
-4.080000000000279670e+01	-2.211388331421904496e+01
-4.070000000000280238e+01	-2.206825101857063487e+01
-4.060000000000280806e+01	-2.202471516488257919e+01
-4.050000000000281375e+01	-2.198327125396426496e+01
-4.040000000000281943e+01	-2.194391576816322953e+01
-4.030000000000282512e+01	-2.190664616153722477e+01
-4.020000000000283080e+01	-2.187146085188347655e+01
-4.010000000000283649e+01	-2.183835921459145624e+01
-4.000000000000284217e+01	-2.180734157829437692e+01
-3.990000000000284786e+01	-2.177840922230020126e+01
-3.980000000000285354e+01	-2.175156437579160240e+01
-3.970000000000285922e+01	-2.172681021878993590e+01
-3.960000000000286491e+01	-2.170415088488633515e+01
-3.950000000000287059e+01	-2.168359146574942287e+01
-3.940000000000287628e+01	-2.166513801742640410e+01
-3.930000000000288196e+01	-2.164879756846170622e+01
-3.920000000000288765e+01	-2.163457812986380446e+01
-3.910000000000289333e+01	-2.162248870695997738e+01
-3.900000000000289901e+01	-2.161253931318472610e+01
-3.890000000000290470e+01	-2.160474098585727631e+01
-3.880000000000291038e+01	-2.159910580401113123e+01
-3.870000000000291607e+01	-2.159564690834813661e+01
-3.860000000000292175e+01	-2.159437852339887343e+01
-3.850000000000292744e+01	-2.159531598198091018e+01
-3.840000000000293312e+01	-2.159847575205817094e+01
-3.830000000000293880e+01	-2.160387546611496035e+01
-3.820000000000294449e+01	-2.161153395317141701e+01
-3.810000000000295017e+01	-2.162147127358043264e+01
-3.800000000000295586e+01	-2.163370875676016425e+01
-3.790000000000296154e+01	-2.164826904203181357e+01
-3.780000000000296723e+01	-2.166517612275051263e+01
-3.770000000000297291e+01	-2.168445539393373878e+01
-3.760000000000297860e+01	-2.170613370361381556e+01
-3.750000000000298428e+01	-2.173023940816243282e+01
-3.740000000000298996e+01	-2.175680243185894369e+01
-3.730000000000299565e+01	-2.178585433100219859e+01
-3.720000000000300133e+01	-2.181742836289399889e+01
-3.710000000000300702e+01	-2.185155956005559830e+01
-3.700000000000301270e+01	-2.188828481007397997e+01
-3.690000000000301839e+01	-2.192764294151519522e+01
-3.680000000000302407e+01	-2.196967481638541386e+01
-3.670000000000302975e+01	-2.201442342967018817e+01
-3.660000000000303544e+01	-2.206193401653672481e+01
-3.650000000000304112e+01	-2.211225416784492381e+01
