# Angle [deg]	Magnitude [dB]
-3.640000000000304681e+01	-1.774726136457114833e+01
-3.630000000000305249e+01	-1.780488549780016072e+01
-3.620000000000305818e+01	-1.786589168781078740e+01
-3.610000000000306386e+01	-1.793035415555706180e+01
-3.600000000000306954e+01	-1.799835148559217757e+01
-3.590000000000307523e+01	-1.806996691169181801e+01
-3.580000000000308091e+01	-1.814528862866710313e+01
-3.570000000000308660e+01	-1.822441013318864123e+01
-3.560000000000309228e+01	-1.830743059680862928e+01
-3.550000000000309797e+01	-1.839445527479221099e+01
-3.540000000000310365e+01	-1.848559595485482632e+01
-3.530000000000310934e+01	-1.858097145046710352e+01
-3.520000000000311502e+01	-1.868070814404181235e+01
-3.510000000000312070e+01	-1.878494058607778427e+01
-3.500000000000312639e+01	-1.889381215722238849e+01
-3.490000000000313207e+01	-1.900747580125125324e+01
-3.480000000000313776e+01	-1.912609483818189204e+01
-3.470000000000314344e+01	-1.924984386817163795e+01
-3.460000000000314913e+01	-1.937890977854416974e+01
-3.450000000000315481e+01	-1.951349286829910312e+01
-3.440000000000316049e+01	-1.965380810684939661e+01
-3.430000000000316618e+01	-1.980008654659010503e+01
-3.420000000000317186e+01	-1.995257691233081232e+01
-3.410000000000317755e+01	-2.011154739475496456e+01
-3.400000000000318323e+01	-2.027728768007124671e+01
-3.390000000000318892e+01	-2.045011125410208308e+01
-3.380000000000319460e+01	-2.063035802648711226e+01
-3.370000000000320028e+01	-2.081839732980627389e+01
-3.360000000000320597e+01	-2.101463135970440632e+01
-3.350000000000321165e+01	-2.121949913610198379e+01
-3.340000000000321734e+01	-2.143348108308451216e+01
-3.330000000000322302e+01	-2.165710434707793297e+01
-3.320000000000322871e+01	-2.189094900080434769e+01
-3.310000000000323439e+01	-2.213565531608175263e+01
-3.300000000000324007e+01	-2.239193233425693563e+01
-3.290000000000324576e+01	-2.266056802232331080e+01
-3.280000000000325144e+01	-2.294244138025625901e+01
-3.270000000000325713e+01	-2.323853696735451990e+01
-3.260000000000326281e+01	-2.354996245168834790e+01
-3.250000000000326850e+01	-2.387796997044145186e+01
-3.240000000000327418e+01	-2.422398233936376499e+01
-3.230000000000327987e+01	-2.458962549530572517e+01
-3.220000000000328555e+01	-2.497676903976097407e+01
-3.210000000000329123e+01	-2.538757743891789076e+01
-3.200000000000329692e+01	-2.582457542868227307e+01
-3.190000000000330260e+01	-2.629073263307690667e+01
-3.180000000000330829e+01	-2.678957459394867868e+01
-3.170000000000331397e+01	-2.732533076666842931e+01
-3.160000000000331966e+01	-2.790313531082336240e+01
-3.150000000000332534e+01	-2.852930502451604156e+01
-3.140000000000333102e+01	-2.921173297081055154e+01
-3.130000000000333671e+01	-2.996046087629038013e+01
-3.120000000000334239e+01	-3.078853755476936271e+01
-3.110000000000334808e+01	-3.171335410371140284e+01
-3.100000000000335376e+01	-3.275881380123371400e+01
-3.090000000000335945e+01	-3.395905355338042853e+01
-3.080000000000336513e+01	-3.536527385369574716e+01
-3.070000000000337081e+01	-3.705943016305721471e+01
-3.060000000000337650e+01	-3.918518943320940195e+01
-3.050000000000338218e+01	-4.203140148449139701e+01
-3.040000000000338787e+01	-4.633314715921191862e+01
-3.030000000000339355e+01	-5.533825360387284320e+01
-3.020000000000339924e+01	-5.693429739452415106e+01
-3.010000000000340492e+01	-4.678898821809167430e+01
-3.000000000000341061e+01	-4.221511647585891325e+01
-2.990000000000341629e+01	-3.922028369933870096e+01
-2.980000000000342197e+01	-3.698706442091825153e+01
-2.970000000000342766e+01	-3.520416864249921218e+01
-2.960000000000343334e+01	-3.371930354114083173e+01
-2.950000000000343903e+01	-3.244649134007539715e+01
-2.940000000000344471e+01	-3.133240457043602234e+01
-2.930000000000345040e+01	-3.034167708629638227e+01
-2.920000000000345608e+01	-2.944964660134160539e+01
-2.910000000000346176e+01	-2.863842879705444489e+01
-2.900000000000346745e+01	-2.789464112034410803e+01
-2.890000000000347313e+01	-2.720800853166812772e+01
-2.880000000000347882e+01	-2.657047046462924200e+01
-2.870000000000348450e+01	-2.597558721229848899e+01
-2.860000000000349019e+01	-2.541813280157487398e+01
-2.850000000000349587e+01	-2.489380818920163918e+01
-2.840000000000350155e+01	-2.439903447918194601e+01
-2.830000000000350724e+01	-2.393080077993614552e+01
-2.820000000000351292e+01	-2.348655024230717814e+01
-2.810000000000351861e+01	-2.306409332821862890e+01
-2.800000000000352429e+01	-2.266154085717658617e+01
-2.790000000000352998e+01	-2.227725165410077679e+01
-2.780000000000353566e+01	-2.190979113681098056e+01
-2.770000000000354134e+01	-2.155789820997467388e+01
-2.760000000000354703e+01	-2.122045854335522108e+01
-2.750000000000355271e+01	-2.089648281193308677e+01
-2.740000000000355840e+01	-2.058508883202634010e+01
-2.730000000000356408e+01	-2.028548678546701467e+01
-2.720000000000356977e+01	-1.999696691286712280e+01
-2.710000000000357545e+01	-1.971888919709850541e+01
-2.700000000000358114e+01	-1.945067466309703974e+01
-2.690000000000358682e+01	-1.919179799958277144e+01
-2.680000000000359250e+01	-1.894178126902606607e+01
-2.670000000000359819e+01	-1.870018851901790313e+01
-2.660000000000360387e+01	-1.846662114460443505e+01
-2.650000000000360956e+01	-1.824071387966228031e+01
-2.640000000000361524e+01	-1.802213131789302736e+01
-2.630000000000362093e+01	-1.781056488189468467e+01
-2.620000000000362661e+01	-1.760573017306408872e+01
-2.610000000000363229e+01	-1.740736464658822769e+01
-2.600000000000363798e+01	-1.721522556509080104e+01
-2.590000000000364366e+01	-1.702908819207508628e+01
-2.580000000000364935e+01	-1.684874419250003896e+01
-2.570000000000365503e+01	-1.667400021291897261e+01
-2.560000000000366072e+01	-1.650467661781753392e+01
-2.550000000000366640e+01	-1.634060636227609820e+01
-2.540000000000367208e+01	-1.618163398399086006e+01
-2.530000000000367777e+01	-1.602761470011935074e+01
-2.520000000000368345e+01	-1.587841359646107975e+01
-2.510000000000368914e+01	-1.573390489820548410e+01
-2.500000000000369482e+01	-1.559397131293909666e+01
-2.490000000000370051e+01	-1.545850343784083236e+01
-2.480000000000370619e+01	-1.532739922405038158e+01
-2.470000000000371188e+01	-1.520056349209660240e+01
-2.460000000000371756e+01	-1.507790749304650113e+01
-2.450000000000372324e+01	-1.495934851070149385e+01
-2.440000000000372893e+01	-1.484480950074190986e+01
-2.430000000000373461e+01	-1.473421876321851798e+01
-2.420000000000374030e+01	-1.462750964522128605e+01
-2.410000000000374598e+01	-1.452462027093235974e+01
-2.400000000000375167e+01	-1.442549329659802027e+01
-2.390000000000375735e+01	-1.433007568824315392e+01
-2.380000000000376303e+01	-1.423831852020406252e+01
-2.370000000000376872e+01	-1.415017679277898388e+01
-2.360000000000377440e+01	-1.406560926749307328e+01
-2.350000000000378009e+01	-1.398457831864983092e+01
-2.340000000000378577e+01	-1.390704979999737745e+01
-2.330000000000379146e+01	-1.383299292547778769e+01
-2.320000000000379714e+01	-1.376238016315360291e+01
-2.310000000000380282e+01	-1.369518714151936578e+01
-2.300000000000380851e+01	-1.363139256750920403e+01
-2.290000000000381419e+01	-1.357097815560621079e+01
-2.280000000000381988e+01	-1.351392856754609362e+01
-2.270000000000382556e+01	-1.346023136218849103e+01
-2.260000000000383125e+01	-1.340987695520446721e+01
-2.250000000000383693e+01	-1.336285858830011009e+01
-2.240000000000384262e+01	-1.331917230776381444e+01
-2.230000000000384830e+01	-1.327881695219015334e+01
-2.220000000000385398e+01	-1.324179414929663245e+01
-2.210000000000385967e+01	-1.320810832181240357e+01
-2.200000000000386535e+01	-1.317776670247996762e+01
-2.190000000000387104e+01	-1.315077935827399180e+01
-2.180000000000387672e+01	-1.312715922400506052e+01
-2.170000000000388241e+01	-1.310692214554243407e+01
-2.160000000000388809e+01	-1.309008693295849390e+01
-2.150000000000389377e+01	-1.307667542397007843e+01
-2.140000000000389946e+01	-1.306671255812890742e+01
-2.130000000000390514e+01	-1.306022646229582485e+01
-2.120000000000391083e+01	-1.305724854802299362e+01
-2.110000000000391651e+01	-1.305781362156515080e+01
-2.100000000000392220e+01	-1.306196000734783524e+01
-2.090000000000392788e+01	-1.306972968583770545e+01
-2.080000000000393356e+01	-1.308116844689038061e+01
-2.070000000000393925e+01	-1.309632605979608755e+01
-2.060000000000394493e+01	-1.311525646140575141e+01
-2.050000000000395062e+01	-1.313801796390201204e+01
-2.040000000000395630e+01	-1.316467348398540338e+01
-2.030000000000396199e+01	-1.319529079547786488e+01
-2.020000000000396767e+01	-1.322994280760989483e+01
-2.010000000000397335e+01	-1.326870787155777975e+01
-2.000000000000397904e+01	-1.331167011814073042e+01
-1.990000000000398472e+01	-1.335891982998095351e+01
-1.980000000000399041e+01	-1.341055385188161431e+01
-1.970000000000399609e+01	-1.346667604369899962e+01
-1.960000000000400178e+01	-1.352739778058746012e+01
-1.950000000000400746e+01	-1.359283850619476830e+01
-1.940000000000401315e+01	-1.366312634519853830e+01
-1.930000000000401883e+01	-1.373839878252322322e+01
-1.920000000000402451e+01	-1.381880341768839671e+01
-1.910000000000403020e+01	-1.390449880404418259e+01
-1.900000000000403588e+01	-1.399565538418858957e+01
-1.890000000000404157e+01	-1.409245653468176585e+01
-1.880000000000404725e+01	-1.419509973533388347e+01
-1.870000000000405294e+01	-1.430379788092007587e+01
-1.860000000000405862e+01	-1.441878075625942301e+01
-1.850000000000406430e+01	-1.454029669930131163e+01
-1.840000000000406999e+01	-1.466861448133579060e+01
-1.830000000000407567e+01	-1.480402543886930822e+01
-1.820000000000408136e+01	-1.494684589831683752e+01
-1.810000000000408704e+01	-1.509741994275558241e+01
-1.800000000000409273e+01	-1.525612257995008925e+01
-1.790000000000409841e+01	-1.542336338319512556e+01
-1.780000000000410409e+01	-1.559959069188536773e+01
-1.770000000000410978e+01	-1.578529647797125079e+01
-1.760000000000411546e+01	-1.598102200874279433e+01
-1.750000000000412115e+01	-1.618736446722602196e+01
-1.740000000000412683e+01	-1.640498473094502430e+01
-1.730000000000413252e+01	-1.663461656070926509e+01
-1.720000000000413820e+01	-1.687707751729946892e+01
-1.710000000000414389e+01	-1.713328201082793356e+01
-1.700000000000414957e+01	-1.740425700271050502e+01
-1.690000000000415525e+01	-1.769116103438273058e+01
-1.680000000000416094e+01	-1.799530746567010908e+01
-1.670000000000416662e+01	-1.831819309182703748e+01
-1.660000000000417231e+01	-1.866153370548235912e+01
-1.650000000000417799e+01	-1.902730872911224225e+01
-1.640000000000418368e+01	-1.941781784369919706e+01
-1.630000000000418936e+01	-1.983575370305934982e+01
-1.620000000000419504e+01	-2.028429654829356110e+01
-1.610000000000420073e+01	-2.076723914696284368e+01
-1.600000000000420641e+01	-2.128915452314037893e+01
-1.590000000000421210e+01	-2.185562536597864636e+01
-1.580000000000421778e+01	-2.247356450865191846e+01
-1.570000000000422347e+01	-2.315167363079658713e+01
-1.560000000000422915e+01	-2.390111853388303587e+01
-1.550000000000423483e+01	-2.473655660835002834e+01
-1.540000000000424052e+01	-2.567776285906737144e+01
-1.530000000000424620e+01	-2.675232877616562632e+01
-1.520000000000425189e+01	-2.800041445327084233e+01
-1.510000000000425757e+01	-2.948377060367779734e+01
-1.500000000000426326e+01	-3.130466465588016334e+01
-1.490000000000426894e+01	-3.365153312535444741e+01
-1.480000000000427463e+01	-3.693523586958589533e+01
-1.470000000000428031e+01	-4.238536840128585936e+01
-1.460000000000428599e+01	-6.118135114600512026e+01
-1.450000000000429168e+01	-4.451693646185258046e+01
-1.440000000000429736e+01	-3.781931348415977823e+01
-1.430000000000430305e+01	-3.404364784037781533e+01
-1.420000000000430873e+01	-3.139204242611334905e+01
-1.410000000000431442e+01	-2.934112049696664926e+01
-1.400000000000432010e+01	-2.766503496045601196e+01
-1.390000000000432578e+01	-2.624549926006442746e+01
-1.380000000000433147e+01	-2.501275407911609960e+01
-1.370000000000433715e+01	-2.392218821334786583e+01
-1.360000000000434284e+01	-2.294353695713800789e+01
-1.350000000000434852e+01	-2.205532153157709985e+01
-1.340000000000435421e+01	-2.124174613713840643e+01
-1.330000000000435989e+01	-2.049085440429726290e+01
-1.320000000000436557e+01	-1.979337764921834264e+01
-1.310000000000437126e+01	-1.914198504113481292e+01
-1.300000000000437694e+01	-1.853077830510122226e+01
-1.290000000000438263e+01	-1.795494109441649044e+01
-1.280000000000438831e+01	-1.741048948271062358e+01
-1.270000000000439400e+01	-1.689409048085719078e+01
-1.260000000000439968e+01	-1.640292746952022185e+01
-1.250000000000440536e+01	-1.593459870605373929e+01
-1.240000000000441105e+01	-1.548703960613267228e+01
-1.230000000000441673e+01	-1.505846241502545979e+01
-1.220000000000442242e+01	-1.464730879862111124e+01
-1.210000000000442810e+01	-1.425221216988500750e+01
-1.200000000000443379e+01	-1.387196744604924703e+01
-1.190000000000443947e+01	-1.350550654428665354e+01
-1.180000000000444516e+01	-1.315187835684390549e+01
-1.170000000000445084e+01	-1.281023225754281114e+01
-1.160000000000445652e+01	-1.247980441771547788e+01
-1.150000000000446221e+01	-1.215990637616829950e+01
-1.140000000000446789e+01	-1.184991543179435780e+01
-1.130000000000447358e+01	-1.154926652080347615e+01
-1.120000000000447926e+01	-1.125744531149204164e+01
-1.110000000000448495e+01	-1.097398230390207452e+01
-1.100000000000449063e+01	-1.069844776382762674e+01
-1.090000000000449631e+01	-1.043044735346716045e+01
-1.080000000000450200e+01	-1.016961834682713928e+01
-1.070000000000450768e+01	-9.915626338404941009e+00
-1.060000000000451337e+01	-9.668162369950014323e+00
-1.050000000000451905e+01	-9.426940413147130826e+00
-1.040000000000452474e+01	-9.191695156587005755e+00
-1.030000000000453042e+01	-8.962180053923038514e+00
-1.020000000000453610e+01	-8.738165597072402591e+00
-1.010000000000454179e+01	-8.519437784023079274e+00
-1.000000000000454747e+01	-8.305796755506451134e+00
-9.900000000004553158e+00	-8.097055578681835897e+00
-9.800000000004558842e+00	-7.893039159209752853e+00
-9.700000000004564527e+00	-7.693583265786370085e+00
-9.600000000004570211e+00	-7.498533653470740745e+00
-9.500000000004575895e+00	-7.307745274036147265e+00
-9.400000000004581580e+00	-7.121081563181082430e+00
-9.300000000004587264e+00	-6.938413795794319938e+00
-9.200000000004592948e+00	-6.759620501623616384e+00
-9.100000000004598633e+00	-6.584586934682816306e+00
-9.000000000004604317e+00	-6.413204590575013242e+00
-8.900000000004610001e+00	-6.245370766632394322e+00
-8.800000000004615686e+00	-6.080988160395824238e+00
-8.700000000004621370e+00	-5.919964502494244663e+00
-8.600000000004627054e+00	-5.762212220448466482e+00
-8.500000000004632739e+00	-5.607648130327058666e+00
-8.400000000004638423e+00	-5.456193153532520768e+00
-8.300000000004644107e+00	-5.307772056301431007e+00
-8.200000000004649792e+00	-5.162313209769237687e+00
-8.100000000004655476e+00	-5.019748368684112450e+00
-8.000000000004661160e+00	-4.880012467059474446e+00
-7.900000000004666845e+00	-4.743043429235159536e+00
-7.800000000004672529e+00	-4.608781994976335561e+00
-7.700000000004678213e+00	-4.477171557379492128e+00
-7.600000000004683898e+00	-4.348158012479157009e+00
-7.500000000004689582e+00	-4.221689619559053419e+00
-7.400000000004695266e+00	-4.097716871269127203e+00
-7.300000000004700951e+00	-3.976192372736821135e+00
-7.200000000004706635e+00	-3.857070728938424953e+00
-7.100000000004712319e+00	-3.740308439665534390e+00
-7.000000000004718004e+00	-3.625863801483265370e+00
-6.900000000004723688e+00	-3.513696816132423795e+00
-6.800000000004729372e+00	-3.403769104877204299e+00
-6.700000000004735057e+00	-3.296043828344737303e+00
-6.600000000004740741e+00	-3.190485611442613223e+00
-6.500000000004746425e+00	-3.087060472976875136e+00
-6.400000000004752110e+00	-2.985735759625182340e+00
-6.300000000004757794e+00	-2.886480083949449327e+00
-6.200000000004763479e+00	-2.789263266158688470e+00
-6.100000000004769163e+00	-2.694056279356851658e+00
-6.000000000004774847e+00	-2.600831198032219405e+00
-5.900000000004780532e+00	-2.509561149564699889e+00
-5.800000000004786216e+00	-2.420220268545337561e+00
-5.700000000004791900e+00	-2.332783653718608186e+00
-5.600000000004797585e+00	-2.247227327373045647e+00
-5.500000000004803269e+00	-2.163528197019250587e+00
-5.400000000004808953e+00	-2.081664019206663330e+00
-5.300000000004814638e+00	-2.001613365341903705e+00
-5.200000000004820322e+00	-1.923355589381676722e+00
-5.100000000004826006e+00	-1.846870797282821552e+00
-5.000000000004831691e+00	-1.772139818100697761e+00
-4.900000000004837375e+00	-1.699144176635021042e+00
-4.800000000004843059e+00	-1.627866067529681882e+00
-4.700000000004848744e+00	-1.558288330739639127e+00
-4.600000000004854428e+00	-1.490394428284294470e+00
-4.500000000004860112e+00	-1.424168422212295448e+00
-4.400000000004865797e+00	-1.359594953708130216e+00
-4.300000000004871481e+00	-1.296659223275514528e+00
-4.200000000004877165e+00	-1.235346971937158589e+00
-4.100000000004882850e+00	-1.175644463394647676e+00
-4.000000000004888534e+00	-1.117538467095784194e+00
-3.900000000004894218e+00	-1.061016242160558454e+00
-3.800000000004899903e+00	-1.006065522119933497e+00
-3.700000000004905587e+00	-9.526745004247806348e-01
-3.600000000004911271e+00	-9.008318166851109199e-01
-3.500000000004916956e+00	-8.505265436023156100e-01
-3.400000000004922640e+00	-8.017481745595820275e-01
-3.300000000004928324e+00	-7.544866118379480735e-01
-3.200000000004934009e+00	-7.087321554274605973e-01
-3.100000000004939693e+00	-6.644754924049917078e-01
-3.000000000004945377e+00	-6.217076868519877397e-01
-2.900000000004951062e+00	-5.804201702872139323e-01
-2.800000000004956746e+00	-5.406047325910955381e-01
-2.700000000004962430e+00	-5.022535133997781953e-01
-2.600000000004968115e+00	-4.653589939484700788e-01
-2.500000000004973799e+00	-4.299139893448058469e-01
-2.400000000004979483e+00	-3.959116412544111396e-01
-2.300000000004985168e+00	-3.633454109817875199e-01
-2.200000000004990852e+00	-3.322090729308695978e-01
-2.100000000004996537e+00	-3.024967084306026122e-01
-2.000000000005002221e+00	-2.742026999117787023e-01
-1.900000000005007905e+00	-2.473217254224138462e-01
-1.800000000005013590e+00	-2.218487534696785002e-01
-1.700000000005019274e+00	-1.977790381772777661e-01
-1.600000000005024958e+00	-1.751081147479898181e-01
-1.500000000005030643e+00	-1.538317952216860240e-01
-1.400000000005036327e+00	-1.339461645199790663e-01
-1.300000000005042011e+00	-1.154475767692493826e-01
-1.200000000005047696e+00	-9.833265189441098286e-02
-1.100000000005053380e+00	-8.259827247649084714e-02
-1.000000000005059064e+00	-6.824158086755144348e-02
-9.000000000050647486e-01	-5.525997655710737644e-02
-8.000000000050704330e-01	-4.365111378477758153e-02
-7.000000000050761173e-01	-3.341289939432440237e-02
-6.000000000050818016e-01	-2.454349092481804273e-02
-5.000000000050874860e-01	-1.704129493515743610e-02
-4.000000000050931703e-01	-1.090496555855875911e-02
-3.000000000050988547e-01	-6.133403284233969639e-03
-2.000000000051045390e-01	-2.725753963813706826e-03
-1.000000000051102234e-01	-6.814080405830145884e-04
-5.115907697472721338e-12	0.000000000000000000e+00
9.999999999487840796e-02	-6.814080404451049395e-04
1.999999999948727236e-01	-2.725753963534928957e-03
2.999999999948670393e-01	-6.133403283817086098e-03
3.999999999948613549e-01	-1.090496555800260850e-02
4.999999999948556706e-01	-1.704129493445885601e-02
5.999999999948499863e-01	-2.454349092398056681e-02
6.999999999948443019e-01	-3.341289939334571302e-02
7.999999999948386176e-01	-4.365111378366107880e-02
8.999999999948329332e-01	-5.525997655584963253e-02
9.999999999948272489e-01	-6.824158086615284002e-02
1.099999999994821565e+00	-8.259827247495264702e-02
1.199999999994815880e+00	-9.833265189272759332e-02
1.299999999994810196e+00	-1.154475767674248976e-01
1.399999999994804512e+00	-1.339461645180165250e-01
1.499999999994798827e+00	-1.538317952195786542e-01
1.599999999994793143e+00	-1.751081147457424492e-01
1.699999999994787458e+00	-1.977790381748873449e-01
1.799999999994781774e+00	-2.218487534671420014e-01
1.899999999994776090e+00	-2.473217254197359605e-01
1.999999999994770405e+00	-2.742026999089551831e-01
2.099999999994764721e+00	-3.024967084276340423e-01
2.199999999994759037e+00	-3.322090729277576981e-01
2.299999999994753352e+00	-3.633454109785266284e-01
2.399999999994747668e+00	-3.959116412510067518e-01
2.499999999994741984e+00	-4.299139893412533553e-01
2.599999999994736299e+00	-4.653589939447687618e-01
2.699999999994730615e+00	-5.022535133959282749e-01
2.799999999994724931e+00	-5.406047325870972919e-01
2.899999999994719246e+00	-5.804201702830653620e-01
2.999999999994713562e+00	-6.217076868476898444e-01
3.099999999994707878e+00	-6.644754924005382701e-01
3.199999999994702193e+00	-7.087321554228547260e-01
3.299999999994696509e+00	-7.544866118331876592e-01
3.399999999994690825e+00	-8.017481745546694016e-01
3.499999999994685140e+00	-8.505265435972457766e-01
3.599999999994679456e+00	-9.008318166798874316e-01
3.699999999994673772e+00	-9.526745004193969413e-01
3.799999999994668087e+00	-1.006065522114391930e+00
3.899999999994662403e+00	-1.061016242154856570e+00
3.999999999994656719e+00	-1.117538467089922216e+00
4.099999999994651034e+00	-1.175644463388621830e+00
4.199999999994645350e+00	-1.235346971930968429e+00
4.299999999994639666e+00	-1.296659223269155170e+00
4.399999999994633981e+00	-1.359594953701607212e+00
4.499999999994628297e+00	-1.424168422205605022e+00
4.599999999994622613e+00	-1.490394428277433292e+00
4.699999999994616928e+00	-1.558288330732608973e+00
4.799999999994611244e+00	-1.627866067522474092e+00
4.899999999994605560e+00	-1.699144176627638725e+00
4.999999999994599875e+00	-1.772139818093140029e+00
5.099999999994594191e+00	-1.846870797275087517e+00
5.199999999994588507e+00	-1.923355589373758612e+00
5.299999999994582822e+00	-2.001613365333805739e+00
5.399999999994577138e+00	-2.081664019198381954e+00
5.499999999994571453e+00	-2.163528197010781362e+00
5.599999999994565769e+00	-2.247227327364388572e+00
5.699999999994560085e+00	-2.332783653709757488e+00
5.799999999994554400e+00	-2.420220268536294572e+00
5.899999999994548716e+00	-2.509561149555459725e+00
5.999999999994543032e+00	-2.600831198022779844e+00
6.099999999994537347e+00	-2.694056279347210925e+00
6.199999999994531663e+00	-2.789263266148843456e+00
6.299999999994525979e+00	-2.886480083939398256e+00
6.399999999994520294e+00	-2.985735759614920326e+00
6.499999999994514610e+00	-3.087060472966402180e+00
6.599999999994508926e+00	-3.190485611431924440e+00
6.699999999994503241e+00	-3.296043828333824699e+00
6.799999999994497557e+00	-3.403769104866071871e+00
6.899999999994491873e+00	-3.513696816121061772e+00
6.999999999994486188e+00	-3.625863801471673309e+00
7.099999999994480504e+00	-3.740308439653705630e+00
7.199999999994474820e+00	-3.857070728926357717e+00
7.299999999994469135e+00	-3.976192372724508317e+00
7.399999999994463451e+00	-4.097716871256568361e+00
7.499999999994457767e+00	-4.221689619546241445e+00
7.599999999994452082e+00	-4.348158012466089239e+00
7.699999999994446398e+00	-4.477171557366157906e+00
7.799999999994440714e+00	-4.608781994962734885e+00
7.899999999994435029e+00	-4.743043429221284413e+00
7.999999999994429345e+00	-4.880012467045314217e+00
8.099999999994423661e+00	-5.019748368669672445e+00
8.199999999994417976e+00	-5.162313209754504584e+00
8.299999999994412292e+00	-5.307772056286392370e+00
8.399999999994406608e+00	-5.456193153517178374e+00
8.499999999994400923e+00	-5.607648130311404522e+00
8.599999999994395239e+00	-5.762212220432493481e+00
8.699999999994389555e+00	-5.919964502477935042e+00
8.799999999994383870e+00	-6.080988160379179774e+00
8.899999999994378186e+00	-6.245370766615398139e+00
8.999999999994372502e+00	-6.413204590557658236e+00
9.099999999994366817e+00	-6.584586934665095370e+00
9.199999999994361133e+00	-6.759620501605516196e+00
9.299999999994355449e+00	-6.938413795775829840e+00
9.399999999994349764e+00	-7.121081563162188210e+00
9.499999999994344080e+00	-7.307745274016833825e+00
9.599999999994338395e+00	-7.498533653451002756e+00
9.699999999994332711e+00	-7.693583265766186230e+00
9.799999999994327027e+00	-7.893039159189109810e+00
9.899999999994321342e+00	-8.097055578660725672e+00
9.999999999994315658e+00	-8.305796755484843530e+00
1.009999999999430997e+01	-8.519437784000956526e+00
1.019999999999430429e+01	-8.738165597049754041e+00
1.029999999999429861e+01	-8.962180053899842846e+00
1.039999999999429292e+01	-9.191695156563234548e+00
1.049999999999428724e+01	-9.426940413122771645e+00
1.059999999999428155e+01	-9.668162369925013877e+00
1.069999999999427587e+01	-9.915626338379288640e+00
1.079999999999427018e+01	-1.016961834680079946e+01
1.089999999999426450e+01	-1.043044735344011187e+01
1.099999999999425881e+01	-1.069844776379982676e+01
1.109999999999425313e+01	-1.097398230387348406e+01
1.119999999999424745e+01	-1.125744531146261096e+01
1.129999999999424176e+01	-1.154926652077318039e+01
1.139999999999423608e+01	-1.184991543176313300e+01
1.149999999999423039e+01	-1.215990637613608527e+01
1.159999999999422471e+01	-1.247980441768222093e+01
1.169999999999421902e+01	-1.281023225750843508e+01
1.179999999999421334e+01	-1.315187835680834816e+01
1.189999999999420766e+01	-1.350550654424983499e+01
1.199999999999420197e+01	-1.387196744601105891e+01
1.209999999999419629e+01	-1.425221216984536632e+01
1.219999999999419060e+01	-1.464730879857988555e+01
1.229999999999418492e+01	-1.505846241498251459e+01
1.239999999999417923e+01	-1.548703960608788321e+01
1.249999999999417355e+01	-1.593459870600691097e+01
1.259999999999416787e+01	-1.640292746947117664e+01
1.269999999999416218e+01	-1.689409048080569775e+01
1.279999999999415650e+01	-1.741048948265641627e+01
1.289999999999415081e+01	-1.795494109435924202e+01
1.299999999999414513e+01	-1.853077830504054901e+01
1.309999999999413944e+01	-1.914198504107030274e+01
1.319999999999413376e+01	-1.979337764914945552e+01
1.329999999999412807e+01	-2.049085440422330961e+01
1.339999999999412239e+01	-2.124174613705854497e+01
1.349999999999411671e+01	-2.205532153149027508e+01
1.359999999999411102e+01	-2.294353695704281648e+01
1.369999999999410534e+01	-2.392218821324242839e+01
1.379999999999409965e+01	-2.501275407899784398e+01
1.389999999999409397e+01	-2.624549925992965527e+01
1.399999999999408828e+01	-2.766503496029917386e+01
1.409999999999408260e+01	-2.934112049677857570e+01
1.419999999999407692e+01	-3.139204242587808480e+01
1.429999999999407123e+01	-3.404364784006256883e+01
1.439999999999406555e+01	-3.781931348367880474e+01
1.449999999999405986e+01	-4.451693646082649991e+01
1.459999999999405418e+01	-6.118135115290066750e+01
1.469999999999404849e+01	-4.238536840206716505e+01
1.479999999999404281e+01	-3.693523586999725694e+01
1.489999999999403713e+01	-3.365153312563221277e+01
1.499999999999403144e+01	-3.130466465608902382e+01
1.509999999999402576e+01	-2.948377060384461146e+01
1.519999999999402007e+01	-2.800041445340929158e+01
1.529999999999401439e+01	-2.675232877628361194e+01
1.539999999999400870e+01	-2.567776285916993828e+01
1.549999999999400302e+01	-2.473655660844055504e+01
1.559999999999399733e+01	-2.390111853396384234e+01
1.569999999999399165e+01	-2.315167363086942487e+01
1.579999999999398597e+01	-2.247356450871805933e+01
1.589999999999398028e+01	-2.185562536603910644e+01
1.599999999999397460e+01	-2.128915452319595403e+01
1.609999999999396891e+01	-2.076723914701416263e+01
1.619999999999396323e+01	-2.028429654834113904e+01
1.629999999999395754e+01	-1.983575370310363084e+01
1.639999999999395186e+01	-1.941781784374051156e+01
1.649999999999394618e+01	-1.902730872915089577e+01
1.659999999999394049e+01	-1.866153370551859680e+01
1.669999999999393481e+01	-1.831819309186108313e+01
1.679999999999392912e+01	-1.799530746570216877e+01
1.689999999999392344e+01	-1.769116103441294996e+01
1.699999999999391775e+01	-1.740425700273902621e+01
1.709999999999391207e+01	-1.713328201085488445e+01
1.719999999999390639e+01	-1.687707751732496320e+01
1.729999999999390070e+01	-1.663461656073340933e+01
1.739999999999389502e+01	-1.640498473096788246e+01
1.749999999999388933e+01	-1.618736446724769351e+01
1.759999999999388365e+01	-1.598102200876335388e+01
1.769999999999387796e+01	-1.578529647799075342e+01
1.779999999999387228e+01	-1.559959069190387559e+01
1.789999999999386660e+01	-1.542336338321268840e+01
